fabric_type,weather,festival,purpose,comfort_level,durability,breathability,sustainability_score,cost_category,weight,moisture_wicking,suitability_score,match_strength
Georgette,humid,Navratri,Sports,6,4,7,4,Medium,Light,No,5.52,2
Velvet,winter,Wedding,Outdoor,7,6,3,5,High,Heavy,No,5.52,2
Chiffon,humid,Navratri,Sports,6,4,7,4,Medium,Light,No,5.52,2
Velvet,winter,Date Night,Formal,7,6,3,5,High,Heavy,No,5.52,2
Velvet,winter,Date Night,Beach,7,6,3,5,High,Heavy,No,5.52,2
Velvet,winter,,Ethnic Wear,7,6,3,5,High,Heavy,No,5.52,2
Velvet,winter,Wedding,Formal,7,6,3,5,High,Heavy,No,5.52,2
Velvet,winter,Graduation,Ethnic Wear,7,6,3,5,High,Heavy,No,5.52,2
Polyester,winter,Graduation,Office,5,9,4,3,Low,Medium,Yes,5.52,2
Velvet,winter,Interview,Ethnic Wear,7,6,3,5,High,Heavy,No,5.52,2
Polyester,winter,Interview,Office,5,9,4,3,Low,Medium,Yes,5.52,2
Velvet,winter,Diwali,Yoga/Meditation,7,6,3,5,High,Heavy,No,5.52,2
Chiffon,summer,Date Night,Sports,6,4,7,4,Medium,Light,No,5.52,2
Georgette,summer,Date Night,Sports,6,4,7,4,Medium,Light,No,5.52,2
Polyester,winter,,Office,5,9,4,3,Low,Medium,Yes,5.52,2
Velvet,winter,Date Night,Yoga/Meditation,7,6,3,5,High,Heavy,No,5.52,2
Georgette,humid,Wedding,Sports,6,4,7,4,Medium,Light,No,5.52,2
Velvet,winter,Date Night,Outdoor,7,6,3,5,High,Heavy,No,5.52,2
Velvet,winter,Eid,Ethnic Wear,7,6,3,5,High,Heavy,No,5.52,2
Chiffon,summer,Durga Puja,Sports,6,4,7,4,Medium,Light,No,5.52,2
Georgette,summer,Durga Puja,Sports,6,4,7,4,Medium,Light,No,5.52,2
Georgette,summer,Diwali,Sports,6,4,7,4,Medium,Light,No,5.52,2
Polyester,winter,Office Event,Office,5,9,4,3,Low,Medium,Yes,5.52,2
Chiffon,humid,Date Night,Sports,6,4,7,4,Medium,Light,No,5.52,2
Georgette,humid,Date Night,Sports,6,4,7,4,Medium,Light,No,5.52,2
Georgette,humid,Durga Puja,Sports,6,4,7,4,Medium,Light,No,5.52,2
Chiffon,humid,Durga Puja,Sports,6,4,7,4,Medium,Light,No,5.52,2
Velvet,winter,Office Event,Ethnic Wear,7,6,3,5,High,Heavy,No,5.52,2
Velvet,winter,Diwali,Beach,7,6,3,5,High,Heavy,No,5.52,2
Velvet,winter,Christmas,Yoga/Meditation,7,6,3,5,High,Heavy,No,5.52,2
Velvet,winter,Casual Outing,Ethnic Wear,7,6,3,5,High,Heavy,No,5.52,2
Velvet,winter,Christmas,Formal,7,6,3,5,High,Heavy,No,5.52,2
Velvet,winter,Christmas,Beach,7,6,3,5,High,Heavy,No,5.52,2
Velvet,winter,New Year,Outdoor,7,6,3,5,High,Heavy,No,5.52,2
Velvet,winter,New Year,Yoga/Meditation,7,6,3,5,High,Heavy,No,5.52,2
Velvet,winter,New Year,Beach,7,6,3,5,High,Heavy,No,5.52,2
Velvet,winter,New Year,Formal,7,6,3,5,High,Heavy,No,5.52,2
Polyester,winter,Holi,Office,5,9,4,3,Low,Medium,Yes,5.52,2
Georgette,summer,Wedding,Sports,6,4,7,4,Medium,Light,No,5.52,2
Chiffon,humid,Pongal,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Pongal,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,Pongal,Beach,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Casual Outing,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,Onam,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Casual Outing,Beach,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,New Year,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Eid,Beach,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Eid,Yoga/Meditation,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Eid,Yoga/Meditation,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Navratri,Yoga/Meditation,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Wedding,Beach,6,4,7,4,Medium,Light,No,5.5,2
Velvet,winter,Diwali,Sports,7,6,3,5,High,Heavy,No,5.5,2
Chiffon,summer,Pongal,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Pongal,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Lycra,humid,New Year,Party,8,7,5,3,Medium,Light,Yes,5.5,2
Georgette,summer,,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,,Beach,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Eid,Formal,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,New Year,Formal,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,New Year,Beach,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,New Year,Beach,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Navratri,Formal,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Navratri,Beach,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Navratri,Yoga/Meditation,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Navratri,Yoga/Meditation,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,New Year,Yoga/Meditation,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Navratri,Formal,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Office Event,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Office Event,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Wedding,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Velvet,winter,New Year,Sports,7,6,3,5,High,Heavy,No,5.5,2
Georgette,summer,Wedding,Formal,6,4,7,4,Medium,Light,No,5.5,2
Polyester,humid,Graduation,Outdoor,5,9,4,3,Low,Medium,Yes,5.5,2
Chiffon,humid,Graduation,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Graduation,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Navratri,Formal,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,Eid,Formal,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Eid,Formal,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Navratri,Beach,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Onam,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Onam,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Polyester,humid,Interview,Outdoor,5,9,4,3,Low,Medium,Yes,5.5,2
Georgette,humid,Onam,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,Holi,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Holi,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Polyester,summer,Office Event,Outdoor,5,9,4,3,Low,Medium,Yes,5.5,2
Chiffon,humid,Holi,Beach,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,Navratri,Yoga/Meditation,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Diwali,Formal,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,Diwali,Beach,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Diwali,Beach,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Diwali,Yoga/Meditation,6,4,7,4,Medium,Light,No,5.5,2
Velvet,winter,Wedding,Sports,7,6,3,5,High,Heavy,No,5.5,2
Velvet,winter,Christmas,Sports,7,6,3,5,High,Heavy,No,5.5,2
Chiffon,humid,Diwali,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Interview,Beach,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Eid,Beach,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,Eid,Yoga/Meditation,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Eid,Yoga/Meditation,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Date Night,Yoga/Meditation,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,Interview,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Interview,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Lycra,humid,Date Night,Party,8,7,5,3,Medium,Light,Yes,5.5,2
Chiffon,humid,Graduation,Beach,6,4,7,4,Medium,Light,No,5.5,2
Lycra,summer,New Year,Party,8,7,5,3,Medium,Light,Yes,5.5,2
Chiffon,humid,Navratri,Formal,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Date Night,Formal,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Diwali,Beach,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Diwali,Yoga/Meditation,6,4,7,4,Medium,Light,No,5.5,2
Polyester,summer,Graduation,Outdoor,5,9,4,3,Low,Medium,Yes,5.5,2
Chiffon,summer,Graduation,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Lycra,summer,Date Night,Party,8,7,5,3,Medium,Light,Yes,5.5,2
Chiffon,humid,Office Event,Beach,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Onam,Beach,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Date Night,Formal,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Date Night,Beach,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Graduation,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,Casual Outing,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Interview,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Christmas,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Christmas,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Diwali,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Diwali,Formal,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Diwali,Beach,6,4,7,4,Medium,Light,No,5.5,2
Polyester,summer,Interview,Outdoor,5,9,4,3,Low,Medium,Yes,5.5,2
Chiffon,summer,Interview,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,Christmas,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Casual Outing,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Graduation,Beach,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Wedding,Formal,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,Wedding,Beach,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Wedding,Beach,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Wedding,Yoga/Meditation,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,Onam,Beach,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,Date Night,Formal,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Date Night,Formal,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Date Night,Beach,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,Date Night,Yoga/Meditation,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Wedding,Beach,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Wedding,Yoga/Meditation,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,Casual Outing,Beach,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,New Year,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Polyester,summer,,Outdoor,5,9,4,3,Low,Medium,Yes,5.5,2
Chiffon,summer,,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Polyester,summer,Holi,Outdoor,5,9,4,3,Low,Medium,Yes,5.5,2
Chiffon,summer,Holi,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Holi,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Holi,Beach,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Date Night,Yoga/Meditation,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Office Event,Beach,6,4,7,4,Medium,Light,No,5.5,2
Polyester,humid,Holi,Outdoor,5,9,4,3,Low,Medium,Yes,5.5,2
Georgette,summer,Durga Puja,Beach,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Durga Puja,Yoga/Meditation,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Durga Puja,Yoga/Meditation,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,Durga Puja,Formal,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Durga Puja,Formal,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Durga Puja,Beach,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,Durga Puja,Yoga/Meditation,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Durga Puja,Yoga/Meditation,6,4,7,4,Medium,Light,No,5.5,2
Velvet,winter,Date Night,Sports,7,6,3,5,High,Heavy,No,5.5,2
Polyester,humid,Office Event,Outdoor,5,9,4,3,Low,Medium,Yes,5.5,2
Chiffon,humid,Office Event,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Office Event,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,New Year,Beach,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,New Year,Beach,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,,Beach,6,4,7,4,Medium,Light,No,5.5,2
Georgette,humid,Christmas,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,Christmas,Beach,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,New Year,Yoga/Meditation,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,Wedding,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Durga Puja,Formal,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Durga Puja,Formal,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Christmas,Beach,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,New Year,Formal,6,4,7,4,Medium,Light,No,5.5,2
Polyester,humid,,Outdoor,5,9,4,3,Low,Medium,Yes,5.5,2
Chiffon,summer,Casual Outing,Ethnic Wear,6,4,7,4,Medium,Light,No,5.5,2
Georgette,summer,Date Night,Yoga/Meditation,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Eid,Formal,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,humid,Interview,Beach,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Pongal,Beach,6,4,7,4,Medium,Light,No,5.5,2
Chiffon,summer,Wedding,Party,6,4,7,4,Medium,Light,No,5.48,2
Georgette,humid,Onam,Party,6,4,7,4,Medium,Light,No,5.48,2
Georgette,summer,Casual Outing,Party,6,4,7,4,Medium,Light,No,5.48,2
Chiffon,summer,Casual Outing,Party,6,4,7,4,Medium,Light,No,5.48,2
Georgette,humid,Pongal,Party,6,4,7,4,Medium,Light,No,5.48,2
Chiffon,humid,Pongal,Party,6,4,7,4,Medium,Light,No,5.48,2
Chiffon,humid,New Year,Party,6,4,7,4,Medium,Light,No,5.48,2
Polyester,autumn,Holi,Travel,5,9,4,3,Low,Medium,Yes,5.48,2
Polyester,winter,Interview,Daily Wear,5,9,4,3,Low,Medium,Yes,5.48,2
Polyester,rainy,Office Event,Loungewear,5,9,4,3,Low,Medium,Yes,5.48,2
Chiffon,humid,,Party,6,4,7,4,Medium,Light,No,5.48,2
Georgette,humid,,Party,6,4,7,4,Medium,Light,No,5.48,2
Chiffon,summer,Holi,Party,6,4,7,4,Medium,Light,No,5.48,2
Chiffon,humid,Onam,Party,6,4,7,4,Medium,Light,No,5.48,2
Polyester,winter,Holi,Daily Wear,5,9,4,3,Low,Medium,Yes,5.48,2
Georgette,summer,Graduation,Party,6,4,7,4,Medium,Light,No,5.48,2
Chiffon,humid,Interview,Party,6,4,7,4,Medium,Light,No,5.48,2
Georgette,humid,Interview,Party,6,4,7,4,Medium,Light,No,5.48,2
Chiffon,summer,Onam,Party,6,4,7,4,Medium,Light,No,5.48,2
Georgette,summer,Onam,Party,6,4,7,4,Medium,Light,No,5.48,2
Chiffon,summer,Office Event,Party,6,4,7,4,Medium,Light,No,5.48,2
Georgette,summer,Office Event,Party,6,4,7,4,Medium,Light,No,5.48,2
Chiffon,humid,Holi,Party,6,4,7,4,Medium,Light,No,5.48,2
Chiffon,summer,Diwali,Party,6,4,7,4,Medium,Light,No,5.48,2
Chiffon,humid,Office Event,Party,6,4,7,4,Medium,Light,No,5.48,2
Chiffon,humid,Casual Outing,Party,6,4,7,4,Medium,Light,No,5.48,2
Georgette,humid,Casual Outing,Party,6,4,7,4,Medium,Light,No,5.48,2
Chiffon,summer,Interview,Party,6,4,7,4,Medium,Light,No,5.48,2
Georgette,summer,Interview,Party,6,4,7,4,Medium,Light,No,5.48,2
Chiffon,summer,New Year,Party,6,4,7,4,Medium,Light,No,5.48,2
Polyester,autumn,Graduation,Travel,5,9,4,3,Low,Medium,Yes,5.48,2
Polyester,rainy,Graduation,Loungewear,5,9,4,3,Low,Medium,Yes,5.48,2
Chiffon,humid,Diwali,Party,6,4,7,4,Medium,Light,No,5.48,2
Polyester,autumn,Interview,Travel,5,9,4,3,Low,Medium,Yes,5.48,2
Polyester,rainy,,Loungewear,5,9,4,3,Low,Medium,Yes,5.48,2
Polyester,rainy,Interview,Loungewear,5,9,4,3,Low,Medium,Yes,5.48,2
Chiffon,summer,Christmas,Party,6,4,7,4,Medium,Light,No,5.48,2
Georgette,summer,Christmas,Party,6,4,7,4,Medium,Light,No,5.48,2
Chiffon,humid,Christmas,Party,6,4,7,4,Medium,Light,No,5.48,2
Georgette,humid,Christmas,Party,6,4,7,4,Medium,Light,No,5.48,2
Georgette,humid,Office Event,Party,6,4,7,4,Medium,Light,No,5.48,2
Polyester,winter,Office Event,Daily Wear,5,9,4,3,Low,Medium,Yes,5.48,2
Polyester,winter,Graduation,Daily Wear,5,9,4,3,Low,Medium,Yes,5.48,2
Chiffon,summer,,Party,6,4,7,4,Medium,Light,No,5.48,2
Georgette,summer,,Party,6,4,7,4,Medium,Light,No,5.48,2
Polyester,autumn,Office Event,Travel,5,9,4,3,Low,Medium,Yes,5.48,2
Georgette,humid,Holi,Party,6,4,7,4,Medium,Light,No,5.48,2
Polyester,winter,,Daily Wear,5,9,4,3,Low,Medium,Yes,5.48,2
Chiffon,humid,Wedding,Party,6,4,7,4,Medium,Light,No,5.48,2
Georgette,summer,Holi,Party,6,4,7,4,Medium,Light,No,5.48,2
Chiffon,summer,Graduation,Party,6,4,7,4,Medium,Light,No,5.48,2
Polyester,rainy,Holi,Loungewear,5,9,4,3,Low,Medium,Yes,5.48,2
Polyester,autumn,,Travel,5,9,4,3,Low,Medium,Yes,5.48,2
Georgette,humid,Graduation,Party,6,4,7,4,Medium,Light,No,5.48,2
Chiffon,humid,Graduation,Party,6,4,7,4,Medium,Light,No,5.48,2
Chiffon,summer,Pongal,Party,6,4,7,4,Medium,Light,No,5.48,2
Georgette,summer,Pongal,Party,6,4,7,4,Medium,Light,No,5.48,2
Crepe,humid,Graduation,Office,6,5,6,4,Medium,Light,No,5.45,2
Crepe,summer,Graduation,Office,6,5,6,4,Medium,Light,No,5.45,2
Velvet,autumn,Date Night,Office,7,6,3,5,High,Heavy,No,5.45,2
Crepe,humid,Office Event,Office,6,5,6,4,Medium,Light,No,5.45,2
Crepe,humid,Navratri,Office,6,5,6,4,Medium,Light,No,5.45,2
Velvet,autumn,New Year,Office,7,6,3,5,High,Heavy,No,5.45,2
Crepe,summer,Navratri,Office,6,5,6,4,Medium,Light,No,5.45,2
Crepe,summer,Interview,Office,6,5,6,4,Medium,Light,No,5.45,2
Velvet,autumn,Wedding,Office,7,6,3,5,High,Heavy,No,5.45,2
Velvet,autumn,Diwali,Office,7,6,3,5,High,Heavy,No,5.45,2
Crepe,summer,Date Night,Office,6,5,6,4,Medium,Light,No,5.45,2
Crepe,humid,Interview,Office,6,5,6,4,Medium,Light,No,5.45,2
Crepe,summer,Eid,Office,6,5,6,4,Medium,Light,No,5.45,2
Crepe,summer,New Year,Office,6,5,6,4,Medium,Light,No,5.45,2
Crepe,humid,Date Night,Office,6,5,6,4,Medium,Light,No,5.45,2
Velvet,autumn,Christmas,Office,7,6,3,5,High,Heavy,No,5.45,2
Crepe,humid,New Year,Office,6,5,6,4,Medium,Light,No,5.45,2
Crepe,summer,Office Event,Office,6,5,6,4,Medium,Light,No,5.45,2
Crepe,humid,Eid,Office,6,5,6,4,Medium,Light,No,5.45,2
Velvet,autumn,New Year,Work/Labor,7,6,3,5,High,Heavy,No,5.43,2
Velvet,autumn,Wedding,Work/Labor,7,6,3,5,High,Heavy,No,5.43,2
Velvet,autumn,Date Night,Work/Labor,7,6,3,5,High,Heavy,No,5.43,2
Velvet,autumn,Diwali,Work/Labor,7,6,3,5,High,Heavy,No,5.43,2
Velvet,autumn,Christmas,Work/Labor,7,6,3,5,High,Heavy,No,5.43,2
Polyester,winter,Graduation,Formal,5,9,4,3,Low,Medium,Yes,5.42,2
Polyester,humid,Holi,Sports,5,9,4,3,Low,Medium,Yes,5.42,2
Polyester,winter,,Formal,5,9,4,3,Low,Medium,Yes,5.42,2
Velvet,autumn,Diwali,Travel,7,6,3,5,High,Heavy,No,5.42,2
Polyester,winter,Office Event,Formal,5,9,4,3,Low,Medium,Yes,5.42,2
Polyester,summer,Holi,Sports,5,9,4,3,Low,Medium,Yes,5.42,2
Polyester,humid,Graduation,Sports,5,9,4,3,Low,Medium,Yes,5.42,2
Polyester,winter,Holi,Formal,5,9,4,3,Low,Medium,Yes,5.42,2
Polyester,summer,Graduation,Sports,5,9,4,3,Low,Medium,Yes,5.42,2
Polyester,humid,,Sports,5,9,4,3,Low,Medium,Yes,5.42,2
Velvet,autumn,New Year,Travel,7,6,3,5,High,Heavy,No,5.42,2
Velvet,autumn,Date Night,Travel,7,6,3,5,High,Heavy,No,5.42,2
Polyester,summer,,Sports,5,9,4,3,Low,Medium,Yes,5.42,2
Polyester,summer,Interview,Sports,5,9,4,3,Low,Medium,Yes,5.42,2
Velvet,autumn,Wedding,Travel,7,6,3,5,High,Heavy,No,5.42,2
Polyester,humid,Office Event,Sports,5,9,4,3,Low,Medium,Yes,5.42,2
Polyester,humid,Interview,Sports,5,9,4,3,Low,Medium,Yes,5.42,2
Polyester,winter,Interview,Formal,5,9,4,3,Low,Medium,Yes,5.42,2
Polyester,summer,Office Event,Sports,5,9,4,3,Low,Medium,Yes,5.42,2
Velvet,autumn,Christmas,Travel,7,6,3,5,High,Heavy,No,5.42,2
Chiffon,humid,Durga Puja,Outdoor,6,4,7,4,Medium,Light,No,5.4,2
Chiffon,humid,Date Night,Outdoor,6,4,7,4,Medium,Light,No,5.4,2
Georgette,summer,Diwali,Outdoor,6,4,7,4,Medium,Light,No,5.4,2
Georgette,summer,Navratri,Outdoor,6,4,7,4,Medium,Light,No,5.4,2
Georgette,humid,Durga Puja,Outdoor,6,4,7,4,Medium,Light,No,5.4,2
Georgette,humid,Date Night,Outdoor,6,4,7,4,Medium,Light,No,5.4,2
Georgette,humid,Diwali,Outdoor,6,4,7,4,Medium,Light,No,5.4,2
Velvet,autumn,Interview,Party,7,6,3,5,High,Heavy,No,5.4,2
Velvet,autumn,Casual Outing,Party,7,6,3,5,High,Heavy,No,5.4,2
Velvet,autumn,Wedding,Daily Wear,7,6,3,5,High,Heavy,No,5.4,2
Georgette,summer,New Year,Outdoor,6,4,7,4,Medium,Light,No,5.4,2
Georgette,humid,Wedding,Outdoor,6,4,7,4,Medium,Light,No,5.4,2
Velvet,autumn,Durga Puja,Party,7,6,3,5,High,Heavy,No,5.4,2
Georgette,summer,Durga Puja,Outdoor,6,4,7,4,Medium,Light,No,5.4,2
Velvet,autumn,Onam,Party,7,6,3,5,High,Heavy,No,5.4,2
Georgette,summer,Wedding,Outdoor,6,4,7,4,Medium,Light,No,5.4,2
Velvet,autumn,Holi,Party,7,6,3,5,High,Heavy,No,5.4,2
Chiffon,summer,Navratri,Outdoor,6,4,7,4,Medium,Light,No,5.4,2
Georgette,summer,Date Night,Outdoor,6,4,7,4,Medium,Light,No,5.4,2
Velvet,autumn,Graduation,Party,7,6,3,5,High,Heavy,No,5.4,2
Chiffon,summer,Eid,Outdoor,6,4,7,4,Medium,Light,No,5.4,2
Velvet,autumn,Christmas,Daily Wear,7,6,3,5,High,Heavy,No,5.4,2
Chiffon,humid,Eid,Outdoor,6,4,7,4,Medium,Light,No,5.4,2
Georgette,humid,Eid,Outdoor,6,4,7,4,Medium,Light,No,5.4,2
Georgette,humid,Navratri,Outdoor,6,4,7,4,Medium,Light,No,5.4,2
Chiffon,humid,Navratri,Outdoor,6,4,7,4,Medium,Light,No,5.4,2
Velvet,autumn,Eid,Party,7,6,3,5,High,Heavy,No,5.4,2
Velvet,autumn,Navratri,Party,7,6,3,5,High,Heavy,No,5.4,2
Chiffon,summer,Date Night,Outdoor,6,4,7,4,Medium,Light,No,5.4,2
Velvet,autumn,New Year,Daily Wear,7,6,3,5,High,Heavy,No,5.4,2
Velvet,autumn,,Party,7,6,3,5,High,Heavy,No,5.4,2
Velvet,autumn,Date Night,Daily Wear,7,6,3,5,High,Heavy,No,5.4,2
Georgette,summer,Eid,Outdoor,6,4,7,4,Medium,Light,No,5.4,2
Velvet,autumn,Pongal,Party,7,6,3,5,High,Heavy,No,5.4,2
Georgette,humid,New Year,Outdoor,6,4,7,4,Medium,Light,No,5.4,2
Chiffon,summer,Durga Puja,Outdoor,6,4,7,4,Medium,Light,No,5.4,2
Velvet,autumn,Office Event,Party,7,6,3,5,High,Heavy,No,5.4,2
Velvet,autumn,Diwali,Daily Wear,7,6,3,5,High,Heavy,No,5.4,2
Polyester,autumn,Office Event,Office,5,9,4,3,Low,Medium,Yes,5.38,2
Polyester,autumn,Interview,Office,5,9,4,3,Low,Medium,Yes,5.38,2
Polyester,autumn,Graduation,Office,5,9,4,3,Low,Medium,Yes,5.38,2
Polyester,autumn,,Office,5,9,4,3,Low,Medium,Yes,5.38,2
Velvet,rainy,Christmas,Party,7,6,3,5,High,Heavy,No,5.38,2
Polyester,autumn,Holi,Office,5,9,4,3,Low,Medium,Yes,5.38,2
Velvet,rainy,Date Night,Party,7,6,3,5,High,Heavy,No,5.38,2
Velvet,rainy,Diwali,Party,7,6,3,5,High,Heavy,No,5.38,2
Velvet,rainy,Wedding,Party,7,6,3,5,High,Heavy,No,5.38,2
Velvet,rainy,New Year,Party,7,6,3,5,High,Heavy,No,5.38,2
Satin,winter,Graduation,Formal,7,5,5,4,High,Light,No,5.35,2
Velvet,autumn,Diwali,Outdoor,7,6,3,5,High,Heavy,No,5.35,2
Velvet,autumn,Office Event,Ethnic Wear,7,6,3,5,High,Heavy,No,5.35,2
